iter	RMSE
170	0.5518688229
171	0.5506149396
172	0.5491234111
173	0.5475185624
174	0.5463720427
175	0.5449316881
176	0.5437596213
177	0.5425546911
178	0.5414678958
179	0.54038419
180	0.5391957436
181	0.5380489623
182	0.5369991276
183	0.5359350938
184	0.5347602182
185	0.5335679832
186	0.5321745889
187	0.5308689043
188	0.5299762496
189	0.5287847622
190	0.5274646025
191	0.5262551858
192	0.5251215099
193	0.5238166964
194	0.5227121178
195	0.5217443647
196	0.5206242088
197	0.5194241938
198	0.5183517916
199	0.5170631448
200	0.5157845318
201	0.514804399
202	0.5138438154
203	0.5124140702
204	0.5112674482
205	0.5101822242
206	0.5092646052
207	0.508148416
208	0.5069730962
209	0.5059770396
210	0.5049568842
211	0.5042080999
212	0.5032282561
213	0.5022930489
214	0.501412874
215	0.5004215876
216	0.4994922207
217	0.4985912296
218	0.4976455595
219	0.4967189195
220	0.4958010674
221	0.4947165043
222	0.4938300414
223	0.492694317
224	0.4915205238
225	0.4906091265
226	0.4898380018
227	0.488955766
228	0.4880377782
229	0.4871982799
230	0.4863978083
231	0.4856885182
232	0.4849359544
233	0.4839899433
234	0.4829952295
235	0.4822563049
236	0.4814806631
237	0.4805519818
238	0.4793180788
239	0.4785859386
240	0.4778947039
241	0.4768103627
242	0.4756550342
243	0.4749203114
244	0.4741182931
245	0.4732844282
246	0.4726000103
247	0.4715333463
248	0.4708740852
249	0.4701261959
250	0.4693213729
251	0.468568223
252	0.4676420678
253	0.4667454514
254	0.4659609247
255	0.4650057806
256	0.4643153133
257	0.4635673855
258	0.4625509474
259	0.4617344486
260	0.460880926
261	0.4599094444
262	0.4591773094
263	0.4583788932
264	0.4575415997
265	0.456887065
266	0.4560059887
267	0.4551431667
268	0.4544995747
269	0.4539492719
270	0.4530567634
271	0.4524976883
272	0.4519128972
273	0.4513062006
274	0.4503838562
275	0.4497308489
276	0.4489756356
277	0.4482796618
278	0.4472554718
279	0.4464963274
280	0.4457743821
281	0.4450035586
282	0.4442934401
283	0.4433050379
284	0.4424259596
285	0.4418532317
286	0.4412596054
287	0.440644339
288	0.439989659
289	0.4391837952
290	0.4384291464
291	0.4375580842
292	0.4370208161
293	0.4365001018
294	0.4358336879
295	0.4348397089
296	0.4341695999
297	0.4334959056
298	0.4327418271
299	0.4320423108
300	0.4311183121
301	0.4304716502
302	0.429806686
303	0.4292273501
304	0.4285837839
305	0.4278707525
306	0.4269784076
307	0.4262369373
308	0.4257727162
309	0.4249656098
310	0.4243841582
311	0.4239100052
312	0.4233819212
313	0.422739498
314	0.4221737012
315	0.4214982136
316	0.4208409201
317	0.4204131905
318	0.4199302502
319	0.4192697986
320	0.4185249622
321	0.417792233
322	0.417253046
323	0.4167811679
324	0.4162924624
325	0.4157585909
326	0.4152973374
327	0.4145669565
328	0.4140836007
329	0.4136954705
330	0.4129010482
331	0.4121656824
332	0.4117078042
333	0.4113000531
334	0.4108428959
335	0.4105004738
336	0.409877857
337	0.4092996884
338	0.4087748995
339	0.4081016312
340	0.407577127
341	0.4070107209
342	0.4061887214
343	0.4056722805
344	0.4051702969
345	0.4047734458
346	0.4042618163
347	0.4037279601
348	0.4032608438
349	0.4027891306
350	0.4022280762
351	0.401609655
352	0.4010295746
353	0.4004002432
354	0.3998562945
355	0.3993836518
356	0.3990048377
357	0.3985989861
358	0.398216062
359	0.3977618519
360	0.3972073261
361	0.3966376794
362	0.3962301705
363	0.3957330943
364	0.3952658353
365	0.3949368373
366	0.3944949978
367	0.3938249956
368	0.3932348179
369	0.3925660196
370	0.3920289095
371	0.3915449717
372	0.3907482146
373	0.3904222459
374	0.3899104593
375	0.3893084154
376	0.3888478586
377	0.3883639175
378	0.3880100499
379	0.3875291646
380	0.387206486
381	0.3869244909
382	0.3865209695
383	0.3860925924
384	0.3857206817
385	0.3851723302
386	0.3846724745
387	0.3841844173
388	0.383885399
389	0.3834327006
390	0.382769477
391	0.3821684372
392	0.3816046878
393	0.3811751401
394	0.3806689303
395	0.3804287698
396	0.3797495338
397	0.3792564385
398	0.3789036445
399	0.3783509009
400	0.3780909377
401	0.3775927591
402	0.3769475653
403	0.3766493076
404	0.3762374096
405	0.375965561
406	0.375476141
407	0.375178644
408	0.3745881917
409	0.3740852767
410	0.3738521604
411	0.3735729218
412	0.3728437819
413	0.3721567043
414	0.3715450233
415	0.3712035759
416	0.370941236
417	0.3705332519
418	0.3699603411
419	0.3694515622
420	0.3690858612
421	0.3685421727
422	0.3680895955
423	0.3677610675
424	0.3670483935
425	0.3665679232
426	0.3661982518
427	0.3657261154
428	0.365431937
429	0.3650591967
430	0.364724744
431	0.3644359941
432	0.3640943777
433	0.3637250269
434	0.3633680241
435	0.3629359936
436	0.3626681802
437	0.3622993718
438	0.3620011253
439	0.3614997791
440	0.3609716528
441	0.360712816
442	0.3604557744
443	0.360059935
444	0.3596693797
445	0.3592840063
446	0.3589305794
447	0.3585127249
448	0.3580546796
449	0.3575395946
450	0.3573272271
451	0.3569011199
452	0.3564985588
453	0.3561918028
454	0.355843438
455	0.3554419973
456	0.3550728212
457	0.3546074733
458	0.3540989748
459	0.3537239787
460	0.3532527721
461	0.3530080805
462	0.3525741362
463	0.3519317251
464	0.3514659154
465	0.3511448872
466	0.3506331317
467	0.3500849132
468	0.3495919573
469	0.3491514092
470	0.3485342664
471	0.3481807211
472	0.3479635463
473	0.347557944
474	0.3471484178
475	0.3468939687
476	0.3465866575
477	0.34615713
478	0.34566485
479	0.3451342135
480	0.3445304101
481	0.3443283588
482	0.3438640662
483	0.3435944964
484	0.3430281554
485	0.3426566978
486	0.3420682016
487	0.3417708316
488	0.3415399503
489	0.3410885784
490	0.3406904352
491	0.3403797078
492	0.3400002095
493	0.3394061935
494	0.3388472984
495	0.3384774
496	0.3381303039
497	0.3377716504
498	0.337338207
499	0.3370455409
500	0.3364911129
501	0.3360894682
502	0.3356944291
503	0.33536417
504	0.334864351
505	0.3345270635
506	0.3342237684
507	0.3338470039
508	0.3333881383
509	0.3330409852
510	0.3326091214
511	0.3321320316
512	0.3318903254
513	0.3316567148
514	0.3313515593
515	0.3309206298
516	0.3304641732
517	0.3298660816
518	0.3296618759
519	0.3290625737
520	0.3285389637
521	0.3282723497
522	0.3279902
523	0.3277708087
524	0.3272028978
525	0.3269223967
526	0.326654647
527	0.3262071584
528	0.3259031234
529	0.3254645294
530	0.3248564728
531	0.3245400189
532	0.3240877382
533	0.323610847
534	0.3233480298
535	0.3231607275
536	0.3228214042
537	0.3223466029
538	0.3217929472
539	0.3212761451
540	0.3208300879
541	0.3205312949
542	0.3201193604
543	0.3198085317
544	0.3195772943
545	0.3191941368
546	0.3189266399
547	0.3185873079
548	0.3183230688
549	0.3179753204
550	0.3176929482
551	0.3175177264
552	0.3169638731
553	0.3167036515
554	0.3163504734
555	0.315965496
556	0.315627789
557	0.3150648921
558	0.3147386003
559	0.3144571724
560	0.3140928078
561	0.3136939944
562	0.313403376
563	0.3130183007
564	0.3126461753
565	0.3122834151
566	0.3120336427
567	0.3116924702
568	0.3115280979
569	0.3112702265
570	0.3109389129
571	0.3105408498
572	0.3100950682
573	0.3098850397
574	0.3093889996
575	0.3091556647
576	0.3089527473
577	0.3085843101
578	0.3082535073
579	0.3079533159
580	0.3077868405
581	0.3075025115
582	0.3071718899
583	0.3068356838
584	0.3066224415
585	0.3063207349
586	0.3060915394
587	0.3056858152
588	0.3053324272
589	0.3049783433
590	0.3047336762
591	0.3044655591
592	0.3039208646
593	0.3034917424
594	0.3032696136
595	0.3029523191
596	0.3024630472
597	0.3022311928
598	0.3019907792
599	0.3017424577
600	0.3014517024
601	0.3009031293
602	0.3005428403
603	0.300349015
604	0.300087631
605	0.2997167292
606	0.2992611613
607	0.2990586228
608	0.2988046531
609	0.298644133
610	0.2981803897
611	0.297919883
612	0.2974158895
613	0.2970366911
614	0.2967327802
615	0.2963817744
616	0.29612153
617	0.2958645556
618	0.2953726079
619	0.295150004
620	0.2949344235
621	0.2947100409
622	0.2943504049
623	0.2940732024
624	0.2938667545
625	0.2936834882
626	0.2934121297
627	0.2931639219
628	0.2928603748
629	0.2926031863
630	0.2923678168
631	0.2920745452
632	0.291698226
633	0.2912683307
634	0.2910411343
635	0.2907710413
636	0.2904736444
637	0.2903238306
638	0.2901342943
639	0.2899296481
640	0.2896191381
641	0.2892129565
642	0.288850746
643	0.2885740553
644	0.2881001084
645	0.2877469471
646	0.287388332
647	0.2872050453
648	0.2869075741
649	0.2865512307
650	0.286092647
651	0.2858781926
652	0.2856341828
653	0.2853174042
654	0.2850833204
655	0.2848540934
656	0.2844174436
657	0.2842193436
658	0.2839791501
659	0.2835574074
660	0.2834236507
661	0.2830571369
662	0.2827388175
663	0.2825481449
664	0.2823437261
665	0.2819231849
666	0.2815611817
667	0.2813633048
668	0.2811037616
669	0.2809896688
670	0.2807896681
671	0.2805739676
672	0.2803469729
673	0.2800854923
674	0.279666614
675	0.2793964802
676	0.2791349805
677	0.2789917115
678	0.2786480288
679	0.2783888383
680	0.2780140911
681	0.277618089
682	0.277344398
683	0.27704433
684	0.2767822815
685	0.2764707395
686	0.2761533011
687	0.2757803514
688	0.2755033567
689	0.2753089284
690	0.2751108087
691	0.2747590753
692	0.2744858658
693	0.2743187754
694	0.2740520384
695	0.2737885686
696	0.27350848
697	0.2733594695
698	0.2730734532
699	0.2728970304
700	0.2726193775
701	0.2724607953
702	0.2722347834
703	0.2720240895
704	0.2717670185
705	0.2714906509
706	0.2712428716
707	0.2709572723
708	0.2705761105
709	0.2703821125
710	0.2701028736
711	0.2698405796
712	0.269677507
713	0.2693088197
714	0.2691429629
715	0.2689367613
716	0.2686606126
717	0.2683878548
718	0.2680574652
719	0.2676041328
720	0.2672748811
721	0.267021005
722	0.2667031641
723	0.2664150189
724	0.2660859068
725	0.2659665409
726	0.265877749
727	0.2657270495
728	0.2653996082
729	0.2651513832
730	0.2648563034
731	0.2645115725
732	0.2641075631
733	0.2639874651
734	0.2637018459
735	0.2634119093
736	0.2631917282
737	0.2630785507
738	0.2628850339
739	0.2626040391
740	0.2623987617
741	0.2620418562
742	0.2617385213
743	0.2615770393
744	0.2612443706
745	0.2610581702
746	0.2608092626
747	0.2607053351
748	0.2605234113
749	0.2603670018
750	0.260190252
751	0.2599545819
752	0.2596538523
753	0.2594845521
754	0.2592768072
755	0.2589261184
756	0.2586736279
757	0.2584829068
758	0.2582509244
759	0.2581040958
760	0.2579095128
761	0.2576401559
762	0.2573916474
763	0.257184783
764	0.256915356
765	0.256717105
766	0.2563546913
767	0.2559995797
768	0.255783699
769	0.2554391037
770	0.2551674969
771	0.2550423964
772	0.254847485
773	0.2544913678
774	0.2543381615
775	0.2542219184
776	0.2540798806
777	0.2539125896
778	0.253704683
779	0.2535518557
780	0.25342122
781	0.2530791932
782	0.2528305984
783	0.2525157427
784	0.2523859215
785	0.2520500096
786	0.2517532201
787	0.2515769493
788	0.2512603888
789	0.2511352434
790	0.2509570017
791	0.2507704804
792	0.2505348102
793	0.2503306583
794	0.2500288964
795	0.2498926085
796	0.2495729214
797	0.2494514982
798	0.2492161044
799	0.2489243102
800	0.2486501883
801	0.2485654818
802	0.2483361801
803	0.2482369239
804	0.2480666918
805	0.2479243704
806	0.2478136709
807	0.2475765498
808	0.2474028753
809	0.2471873781
810	0.2469033488
811	0.2466706923
812	0.2464625043
813	0.2463805597
814	0.2460681194
815	0.2458369729
816	0.2456458926
817	0.2454512928
818	0.2452211268
819	0.2451152391
820	0.2448095499
821	0.2445308851
822	0.2443311147
823	0.2441741264
824	0.2440074544
825	0.2437009468
826	0.2434404197
827	0.2431467324
828	0.2429354198
829	0.2427135821
830	0.242511918
831	0.2422964013
832	0.242061307
833	0.2417738146
834	0.2416431898
835	0.2413135466
836	0.2410163511
837	0.2407905477
838	0.2406422912
839	0.2404901002
840	0.2401976707
841	0.2399803302
842	0.2398666446
843	0.239741076
844	0.239624168
845	0.2394382565
846	0.2392290628
847	0.2389447537
848	0.2387634191
849	0.2385793191
850	0.2384108938
851	0.2382684053
852	0.2380656653
853	0.2378618125
854	0.2376866448
855	0.237438948
856	0.237288109
857	0.23716018
858	0.2368900794
859	0.2366693166
860	0.2365511211
861	0.2362736163
862	0.2361340358
863	0.2359404521
864	0.2356336559
865	0.2354006775
866	0.2350702123
867	0.2349543022
868	0.2347935302
869	0.2345884761
870	0.2343948597
871	0.2341305584
872	0.2338972541
873	0.2337175482
874	0.2334477753
875	0.2333705052
876	0.2331329488
877	0.2328339764
878	0.2325497822
879	0.2322684553
880	0.2321617467
881	0.2320630551
882	0.2318247206
883	0.2315783055
884	0.2312926906
885	0.2311509079
886	0.2310045865
887	0.2308904312
888	0.2307274709
889	0.2306359555
890	0.2304736779
891	0.2302065428
892	0.2299119042
893	0.2296254018
894	0.2294302756
895	0.2292344403
896	0.2290306154
897	0.2288625126
898	0.2287286122
899	0.2285256646
900	0.2283711633
901	0.2281951101
902	0.2280768617
903	0.2278803216
904	0.2276622142
905	0.2274749121
906	0.2271980526
907	0.2270490084
908	0.2268583885
909	0.2266298861
910	0.2264262061
911	0.2262217352
912	0.2259716544
913	0.2258440009
914	0.2257536869
915	0.2255800651
916	0.2253743325
917	0.2251556437
918	0.2249534511
919	0.2247433342
920	0.2246374445
921	0.2245469166
922	0.224457442
923	0.2241834192
924	0.2240139431
925	0.2238188642
926	0.2236255745
927	0.2234656264
928	0.2232178711
929	0.2230101742
930	0.22285325
931	0.2227374785
932	0.2225957846
933	0.2223991343
934	0.222150952
935	0.2219171178
936	0.2217262036
937	0.2215542896
938	0.2213930679
939	0.221227563
940	0.2210756205
941	0.2209924866
942	0.2208787654
943	0.2206001534
944	0.2203350713
945	0.2201810996
946	0.2199779443
947	0.2197611768
948	0.2196055198
949	0.2194849638
950	0.2192688391
951	0.2190062325
952	0.218832652
953	0.2187368113
954	0.218507937
955	0.2183386091
956	0.2181808133
957	0.2180938983
958	0.218009904
959	0.2178476258
960	0.217790545
961	0.2176151909
962	0.2173634991
963	0.2171550334
964	0.2169857321
965	0.2168019471
966	0.2165828928
967	0.2164323168
968	0.2162813055
969	0.216188298
970	0.2159859962
971	0.2157964042
972	0.215636343
973	0.2154008587
974	0.2152528875
975	0.2149919724
976	0.2149103233
977	0.2147847685
978	0.2146545749
979	0.2144951259
980	0.2143889974
981	0.2142615143
982	0.2141666173
983	0.2139390184
984	0.2137482665
985	0.2135928609
986	0.213369829
987	0.213247109
988	0.2129839537
989	0.2128276489
990	0.2127462827
991	0.2125629182
992	0.2123372345
993	0.2121072161
994	0.2119099228
995	0.2117155491
996	0.2115115425
997	0.2113269652
998	0.2111524021
999	0.2110480402
1000	0.2109795045
1001	0.2108085689
1002	0.2106325379
1003	0.2104013821
1004	0.2102793121
1005	0.2100183707
1006	0.209865923
1007	0.209638744
1008	0.2095239606
1009	0.2093747
1010	0.2092545838
1011	0.2091610458
1012	0.2090728671
1013	0.208944613
1014	0.2086874738
1015	0.2085124918
1016	0.2082929905
1017	0.2082036232
1018	0.2080699571
1019	0.2079192247
1020	0.2078121974
1021	0.2076459725
1022	0.2075393504
1023	0.2073053012
1024	0.2070760797
1025	0.2068310361
1026	0.2066448265
1027	0.2064817177
1028	0.2063391689
1029	0.2061246393
1030	0.2060283028
1031	0.2058704861
1032	0.2057931294
1033	0.2055910511
1034	0.2053894345
1035	0.2052343083
1036	0.2051093508
1037	0.2049452934
1038	0.2048683453
1039	0.2046683267
1040	0.2045739033
1041	0.2044847371
1042	0.2043906478
1043	0.2043114672
1044	0.2042367258
1045	0.204166773
1046	0.2039917737
1047	0.203848419
1048	0.2036570877
1049	0.2035733524
1050	0.2033734282
1051	0.2032911144
1052	0.2031854249
1053	0.2030805027
1054	0.2029303278
1055	0.2027293529
1056	0.2025913404
1057	0.2023939338
1058	0.2022427298
1059	0.2020938647
1060	0.2020232199
1061	0.201820482
1062	0.201656373
1063	0.201572539
1064	0.2014572913
1065	0.2013364966
1066	0.2011509422
1067	0.201066016
1068	0.2008741651
1069	0.2007488001
1070	0.2006299668
1071	0.2005417916
1072	0.2004166355
1073	0.2002608149
1074	0.2001832085
1075	0.2001112167
1076	0.199934996
1077	0.1997170385
1078	0.1995721236
1079	0.1993949858
1080	0.199193586
1081	0.1990814765
1082	0.1989902238
1083	0.1989136105
1084	0.1987410832
1085	0.1985733991
1086	0.1984512893
1087	0.1982731204
1088	0.1981649299
1089	0.1979706808
1090	0.1977817998
1091	0.1976564798
1092	0.1975450475
1093	0.197386515
1094	0.1972956464
1095	0.1971193878
1096	0.1969184301
1097	0.1968413917
1098	0.1966912018
1099	0.1965905965
1100	0.1965122819
1101	0.196416404
1102	0.1962711753
1103	0.1960890814
1104	0.1959002745
1105	0.1957661298
1106	0.1955629373
1107	0.195403092
1108	0.1952442357
1109	0.1951537927
1110	0.1949597087
1111	0.1948624798
1112	0.1946564002
1113	0.1945863559
1114	0.1944786119
1115	0.1943974885
1116	0.1942330109
1117	0.1941704695
1118	0.1940373404
1119	0.1939276504
1120	0.1937627186
1121	0.1936524678
1122	0.1935236642
1123	0.1933785658
1124	0.1932803529
1125	0.1931880055
1126	0.1930139504
1127	0.1929358955
1128	0.1927470301
1129	0.1926576534
1130	0.1925016757
1131	0.1923338237
1132	0.1922086677
1133	0.1920965203
1134	0.19198553
1135	0.1918466225
1136	0.1916770403
1137	0.1915326683
1138	0.1913621797
1139	0.1911813615
1140	0.1909892694
1141	0.1908635993
1142	0.1907533452
1143	0.1906408414
1144	0.1904863974
1145	0.1904086344
1146	0.1902804173
1147	0.1901225999
1148	0.1899474319
1149	0.1898242371
1150	0.1897491597
1151	0.1896425539
1152	0.1895696237
1153	0.1894534015
1154	0.1893349832
1155	0.1892236645
1156	0.1891250536
1157	0.1890312427
1158	0.1889082384
1159	0.1887812657
1160	0.1886265405
1161	0.1885553263
1162	0.1884684159
1163	0.1883853143
1164	0.1882768382
1165	0.1881271799
1166	0.1880338664
1167	0.1879297006
1168	0.1877768131
1169	0.1876681437
1170	0.1874994006
1171	0.187366012
1172	0.1872558027
1173	0.1871087071
1174	0.1869719133
1175	0.186844185
1176	0.1867705168
1177	0.1866050467
1178	0.1865148806
1179	0.1864000839
1180	0.1863241884
1181	0.1862441483
1182	0.1861489156
1183	0.1860201542
1184	0.1859291437
1185	0.1858335255
1186	0.1856966127
1187	0.1856039852
1188	0.1854953902
1189	0.1853403036
1190	0.1852009541
1191	0.1850996403
1192	0.1850038217
1193	0.1849453954
1194	0.1848506114
1195	0.1847820861
1196	0.1847022017
1197	0.1846074032
1198	0.1845194265
1199	0.1843727449
1200	0.1842565148
1201	0.1841586532
1202	0.1840122696
1203	0.1838816281
1204	0.183815738
1205	0.1836601639
1206	0.1835611392
1207	0.1834947184
1208	0.1833705617
1209	0.1832247699
1210	0.1831037301
1211	0.1830204578
1212	0.1829586862
1213	0.1828217425
1214	0.1827306565
1215	0.1826004028
1216	0.1825068423
1217	0.1823638692
1218	0.182301992
1219	0.1822383876
1220	0.1821229983
1221	0.1819775419
1222	0.1818342673
1223	0.1816951313
1224	0.1815323581
1225	0.1813933358
1226	0.1813089955
1227	0.1812224807
1228	0.1811019603
1229	0.1809923499
1230	0.1809060341
1231	0.1808400074
1232	0.1807497898
1233	0.1806846092
1234	0.1805416312
1235	0.1803971933
1236	0.1803191368
1237	0.1801967645
1238	0.1800888405
1239	0.1799554066
1240	0.179822831
1241	0.1796820892
1242	0.1795512487
1243	0.1794360875
1244	0.1793491993
1245	0.1792253537
1246	0.1791377206
1247	0.1790117436
1248	0.178922629
1249	0.1787785208
1250	0.1786840044
1251	0.1786196616
1252	0.1785431145
1253	0.1784643945
1254	0.1783515215
1255	0.1782750704
1256	0.1781703629
1257	0.1781074377
1258	0.1780042444
1259	0.1779208562
1260	0.1777891095
1261	0.1776791494
1262	0.1775668731
1263	0.1774339407
1264	0.1773000275
1265	0.1771777063
1266	0.1771047197
1267	0.1770098418
1268	0.1768725433
1269	0.1767917357
1270	0.176659232
1271	0.1765667643
1272	0.1764470846
1273	0.176321141
1274	0.1762183334
1275	0.1761278558
1276	0.1760028839
1277	0.1759292369
1278	0.1757912263
1279	0.1757304304
1280	0.1756594809
1281	0.175582386
1282	0.175481842
1283	0.1753500489
1284	0.1752510543
1285	0.1751081749
1286	0.1750046698
1287	0.1748574824
1288	0.1747758769
1289	0.1746633693
1290	0.1745850434
1291	0.1744926989
1292	0.1744156324
1293	0.1743068832
1294	0.174179342
1295	0.1740966135
1296	0.173985691
1297	0.1739292456
1298	0.173872025
1299	0.1737958088
1300	0.1737391784
1301	0.1736671408
1302	0.1736124358
1303	0.1735443104
1304	0.1734678656
1305	0.1733979729
1306	0.1733283172
1307	0.1731953857
1308	0.173091625
1309	0.1730179467
1310	0.172965116
1311	0.1728492025
1312	0.1727675642
1313	0.1726383737
1314	0.1724985337
1315	0.1724235531
1316	0.1723504675
1317	0.172274556
1318	0.172198668
1319	0.1721055963
1320	0.1720323644
1321	0.1719292746
1322	0.1718529224
1323	0.1717518562
1324	0.1716725339
1325	0.1715605727
1326	0.1714251038
1327	0.1713253389
1328	0.1712152278
1329	0.1711135953
1330	0.1710113652
1331	0.1708787394
1332	0.1707995875
1333	0.1707408936
1334	0.1706897501
1335	0.17059423
1336	0.1705400601
1337	0.1704415912
1338	0.1703684641
1339	0.1703217683
1340	0.1702077104
1341	0.1700910362
1342	0.1699924631
1343	0.1699031263
1344	0.1698638439
1345	0.1697702275
1346	0.1696573311
1347	0.1695239316
1348	0.1694248937
1349	0.1692751791
1350	0.1692034593
1351	0.1691198117
1352	0.1690141379
1353	0.1689166746
1354	0.1688238533
1355	0.1687656696
1356	0.1686600108
1357	0.1685774675
1358	0.1684974563
1359	0.1684152858
1360	0.1683180895
1361	0.1682104291
1362	0.1680830542
1363	0.1679762971
1364	0.1679408918
1365	0.1678769758
1366	0.167801085
1367	0.1676895892
1368	0.167588795
1369	0.1675150525
1370	0.1673832132
1371	0.1672808714
1372	0.1672165153
1373	0.1671624942
1374	0.1670862635
1375	0.1669997886
1376	0.166910902
1377	0.1668453064
1378	0.166741828
1379	0.1666453572
1380	0.1665752444
1381	0.1664907854
1382	0.1664237162
1383	0.166308163
1384	0.1662359659
1385	0.1661566972
1386	0.1660711044
1387	0.1659876455
1388	0.1658613672
1389	0.1657402746
1390	0.1656907259
1391	0.1656253133
1392	0.1655570399
1393	0.1654927552
1394	0.1653969758
1395	0.1653130044
1396	0.1652042863
1397	0.1650721849
1398	0.1649881729
1399	0.1648870715
1400	0.1648402006
1401	0.1647344572
1402	0.1646387839
1403	0.1645250855
1404	0.1644575809
1405	0.1643231743
1406	0.164227598
1407	0.1641037726
1408	0.1639977211
1409	0.1639575133
1410	0.1638880051
1411	0.1638454513
1412	0.1637573444
1413	0.1636657263
1414	0.1635542694
1415	0.1634887889
1416	0.1634189459
1417	0.1633314014
1418	0.1632523506
1419	0.1632111402
1420	0.1631285833
1421	0.1630737166
1422	0.1630120566
1423	0.1629176511
1424	0.1628296418
1425	0.1627566671
1426	0.1626954626
1427	0.1626395721
1428	0.1625867492
1429	0.1625117066
1430	0.1624154026
1431	0.1623316164
1432	0.1622117054
1433	0.162095869
1434	0.1620344647
1435	0.1619175774
1436	0.1618228222
1437	0.1617550104
1438	0.1616839003
1439	0.1616036927
1440	0.161544904
1441	0.1614772341
1442	0.1613604173
1443	0.1613059485
1444	0.1612470596
1445	0.1611563272
1446	0.1610774555
1447	0.1610046158
1448	0.1609268404
1449	0.1608568545
1450	0.1607694309
1451	0.1606980697
1452	0.1606320463
1453	0.1605775133
1454	0.1605190098
1455	0.1603994284
1456	0.1603000544
1457	0.1602345506
1458	0.160142152
1459	0.1600878586
1460	0.1599926422
1461	0.1599270945
1462	0.1598151102
1463	0.1597085411
1464	0.1596471039
1465	0.1595477671
1466	0.1594461563
1467	0.1593568715
1468	0.1592616737
1469	0.1591449339
1470	0.1590524875
1471	0.1589771032
1472	0.1588919124
1473	0.1588135032
1474	0.1587488151
1475	0.1586452481
1476	0.1585826082
1477	0.1584704878
1478	0.158385148
1479	0.1583088849
1480	0.158251976
1481	0.158188092
1482	0.1581159599
1483	0.1580282369
1484	0.1579619072
1485	0.1578641004
1486	0.1578164222
1487	0.1577107356
1488	0.1576054646
1489	0.1575444395
1490	0.1574856104
1491	0.1574113336
1492	0.1573136903
1493	0.1572476006
1494	0.1571623716
1495	0.1570557247
1496	0.1570010261
1497	0.1569191543
1498	0.1568442567
1499	0.1567604039
1500	0.1566822196
1501	0.1566093373
1502	0.1565453145
1503	0.1564679719
1504	0.1564102975
1505	0.1563426389
1506	0.1562548263
1507	0.1561946692
1508	0.1561498385
1509	0.1560830919
1510	0.1560003117
1511	0.1559129309
1512	0.1558634015
1513	0.1557798935
